record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,p_Pa,measurement_method_screen,in_numeric_domain,primary_candidate
10.1016/j.jct.2019.06.017#d3#p1#r8,10.1016/j.jct.2019.06.017#d3#p1,10.1016/j.jct.2019.06.017.json,3,1,8,"InChI=1S/C7H17NO/c1-3-8(4-2)6-5-7-9/h9H,3-7H2,1-2H3",WKCYFSZDBICRKL-UHFFFAOYSA-N,3-diethylamino-1-propanol,C7H17NO,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),433.4,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.5,""nCombUncertAssessNum"":1},""nPropValue"":433.4}",variable,"{""nVarValue"":54.8,""nVarNumber"":1,""nVarDigits"":3}",433.4,True,,54800.0,True,False,False
10.1016/j.jct.2019.06.017#d3#p1#r9,10.1016/j.jct.2019.06.017#d3#p1,10.1016/j.jct.2019.06.017.json,3,1,9,"InChI=1S/C7H17NO/c1-3-8(4-2)6-5-7-9/h9H,3-7H2,1-2H3",WKCYFSZDBICRKL-UHFFFAOYSA-N,3-diethylamino-1-propanol,C7H17NO,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),440.1,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.4},""nPropValue"":440.1}",variable,"{""nVarValue"":64.8,""nVarNumber"":1,""nVarDigits"":3}",440.1,True,,64800.0,True,False,False
10.1016/j.jct.2019.06.017#d3#p1#r10,10.1016/j.jct.2019.06.017#d3#p1,10.1016/j.jct.2019.06.017.json,3,1,10,"InChI=1S/C7H17NO/c1-3-8(4-2)6-5-7-9/h9H,3-7H2,1-2H3",WKCYFSZDBICRKL-UHFFFAOYSA-N,3-diethylamino-1-propanol,C7H17NO,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),442.2,"{""nPropValue"":442.2,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":69.8,""nVarNumber"":1,""nVarDigits"":3}",442.2,True,,69800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r1,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,1,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),318.3,"{""nPropValue"":318.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.3},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":9.8,""nVarDigits"":2,""nVarNumber"":1}",318.3,True,no_carbon,9800.0,True,True,False
10.1016/j.jct.2019.06.017#d4#p1#r2,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,2,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),333,"{""nPropNumber"":1,""nPropDigits"":4,""nPropValue"":333,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.7,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":19.8,""nVarDigits"":3,""nVarNumber"":1}",333,True,no_carbon,19800.0,True,True,False
10.1016/j.jct.2019.06.017#d4#p1#r3,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,3,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),342.1,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.8,""nCombUncertAssessNum"":1},""nPropValue"":342.1}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":29.8}",342.1,True,no_carbon,29800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r4,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,4,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),348.9,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.4},""nPropValue"":348.9}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":39.8}",348.9,True,no_carbon,39800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r5,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,5,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),354.4,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":354.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.2,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":49.8,""nVarDigits"":3,""nVarNumber"":1}",354.4,True,no_carbon,49800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r6,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,6,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),359.1,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1,""nCombUncertAssessNum"":1},""nPropValue"":359.1,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":59.8}",359.1,True,no_carbon,59800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r7,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,7,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),363.1,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.9,""nCombUncertAssessNum"":1},""nPropValue"":363.1}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":69.8}",363.1,True,no_carbon,69800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r8,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,8,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),366.7,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.7,""nCombUncertAssessNum"":1},""nPropValue"":366.7}",variable,"{""nVarValue"":79.8,""nVarNumber"":1,""nVarDigits"":3}",366.7,True,no_carbon,79800.0,True,False,False
10.1016/j.jct.2019.06.017#d4#p1#r9,10.1016/j.jct.2019.06.017#d4#p1,10.1016/j.jct.2019.06.017.json,4,1,9,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,H2O,10.1016/j.jct.2019.06.017,2019,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Ebulliometric method (Recirculating still),372.6,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":372.6,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.7}}",variable,"{""nVarValue"":100.1,""nVarDigits"":4,""nVarNumber"":1}",372.6,True,no_carbon,100100.0,True,False,False
10.1016/j.tca.2015.02.004#d1#p1#r1,10.1016/j.tca.2015.02.004#d1#p1,10.1016/j.tca.2015.02.004.json,1,1,1,"InChI=1S/C9H14Si/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",KXFSUVJPEQYUGN-UHFFFAOYSA-N,trimethylphenylsilane,C9H14Si,10.1016/j.tca.2015.02.004,2015,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,329.15,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2},""nPropValue"":329.15,""nPropNumber"":1,""nPropDigits"":2}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":1.866}",329.15,True,,1866.0,False,True,False
10.1016/j.tca.2015.02.004#d3#p1#r1,10.1016/j.tca.2015.02.004#d3#p1,10.1016/j.tca.2015.02.004.json,3,1,1,"InChI=1S/C9H15NSi/c1-11(2,3)10-9-7-5-4-6-8-9/h4-8,10H,1-3H3",IPJPAQIHUIKFLV-UHFFFAOYSA-N,trimethyl(phenylamino)silane,C9H15NSi,10.1016/j.tca.2015.02.004,2015,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,329.15,"{""nPropValue"":329.15,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":7},""nPropNumber"":1,""nPropDigits"":2}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":0.4}",329.15,True,,400.0,False,True,False
10.1016/j.tca.2015.02.004#d5#p1#r1,10.1016/j.tca.2015.02.004#d5#p1,10.1016/j.tca.2015.02.004.json,5,1,1,"InChI=1S/C10H17NSi/c1-12(2,3)11-9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3",OVONARZNQIKMGQ-UHFFFAOYSA-N,(benzylamino)trimethylsilane,C10H17NSi,10.1016/j.tca.2015.02.004,2015,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,371.15,"{""nPropDigits"":2,""nPropNumber"":1,""nPropValue"":371.15,""CombinedUncertainty"":{""nCombExpandUncertValue"":2,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":2,""nVarDigits"":4,""nVarNumber"":1}",371.15,True,,2000,False,True,False
10.1016/j.tca.2015.02.004#d6#p1#r1,10.1016/j.tca.2015.02.004#d6#p1,10.1016/j.tca.2015.02.004.json,6,1,1,"InChI=1S/C12H23NSi2/c1-14(2,3)13(15(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3",UUBHRQZKROMHOC-UHFFFAOYSA-N,"N,N-bis(trimethylsilyl)aniline",C12H23NSi2,10.1016/j.tca.2015.02.004,2015,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,333.15,"{""nPropValue"":333.15,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":8},""nPropDigits"":1,""nPropNumber"":1}",variable,"{""nVarValue"":0.267,""nVarDigits"":3,""nVarNumber"":1}",333.15,True,,267.0,False,True,False
10.1016/j.tca.2016.05.011#d1#p1#r1,10.1016/j.tca.2016.05.011#d1#p1,10.1016/j.tca.2016.05.011.json,1,1,1,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,2-tert-butyl-1-hydroxybenzene,C10H14O,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,418.5,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.6},""nPropValue"":418.5}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":9.9}",418.5,True,,9900.0,False,True,False
10.1016/j.tca.2016.05.011#d1#p1#r2,10.1016/j.tca.2016.05.011#d1#p1,10.1016/j.tca.2016.05.011.json,1,1,2,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,2-tert-butyl-1-hydroxybenzene,C10H14O,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,438.6,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.6},""nPropValue"":438.6}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":19.82}",438.6,True,,19820.0,False,True,False
10.1016/j.tca.2016.05.011#d1#p1#r3,10.1016/j.tca.2016.05.011#d1#p1,10.1016/j.tca.2016.05.011.json,1,1,3,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,2-tert-butyl-1-hydroxybenzene,C10H14O,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,451.7,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":2.3,""nCombUncertAssessNum"":1},""nPropValue"":451.7,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":29.75,""nVarNumber"":1,""nVarDigits"":4}",451.7,True,,29750.0,False,False,False
10.1016/j.tca.2016.05.011#d1#p1#r4,10.1016/j.tca.2016.05.011#d1#p1,10.1016/j.tca.2016.05.011.json,1,1,4,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,2-tert-butyl-1-hydroxybenzene,C10H14O,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,469.4,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":469.4,""CombinedUncertainty"":{""nCombExpandUncertValue"":3.1,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":49.63,""nVarNumber"":1,""nVarDigits"":4}",469.4,True,,49630.0,False,False,False
10.1016/j.tca.2016.05.011#d1#p1#r5,10.1016/j.tca.2016.05.011#d1#p1,10.1016/j.tca.2016.05.011.json,1,1,5,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,2-tert-butyl-1-hydroxybenzene,C10H14O,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,479.2,"{""nPropValue"":479.2,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.3},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":64.61,""nVarDigits"":4,""nVarNumber"":1}",479.2,True,,64610.0,False,False,False
10.1016/j.tca.2016.05.011#d2#p1#r1,10.1016/j.tca.2016.05.011#d2#p1,10.1016/j.tca.2016.05.011.json,2,1,1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,345.5,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.8,""nCombUncertAssessNum"":1},""nPropValue"":345.5,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":29.65}",345.5,True,,29650.0,False,False,False
10.1016/j.tca.2016.05.011#d2#p1#r2,10.1016/j.tca.2016.05.011#d2#p1,10.1016/j.tca.2016.05.011.json,2,1,2,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,360.6,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.5},""nPropValue"":360.6}",variable,"{""nVarValue"":49.44,""nVarDigits"":4,""nVarNumber"":1}",360.6,True,,49440.0,False,False,False
10.1016/j.tca.2016.05.011#d2#p1#r3,10.1016/j.tca.2016.05.011#d2#p1,10.1016/j.tca.2016.05.011.json,2,1,3,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,371.1,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":2.4,""nCombUncertAssessNum"":1},""nPropValue"":371.1,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarDigits"":4,""nVarNumber"":1,""nVarValue"":69.2}",371.1,True,,69200.0,False,False,False
10.1016/j.tca.2016.05.011#d2#p1#r4,10.1016/j.tca.2016.05.011#d2#p1,10.1016/j.tca.2016.05.011.json,2,1,4,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,384.3,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":3.2,""nCombUncertAssessNum"":1},""nPropValue"":384.3,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":101.6,""nVarDigits"":5,""nVarNumber"":1}",384.3,True,,101600.0,False,False,False
10.1016/j.tca.2016.05.011#d2#p1#r5,10.1016/j.tca.2016.05.011#d2#p1,10.1016/j.tca.2016.05.011.json,2,1,5,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2016.05.011,2016,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",DSC,418.6,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":418.6,""CombinedUncertainty"":{""nCombExpandUncertValue"":4.5,""nCombUncertAssessNum"":1}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":247.5}",418.6,True,,247500.0,False,False,False
10.1016/j.tca.2017.05.005#d1#p1#r1,10.1016/j.tca.2017.05.005#d1#p1,10.1016/j.tca.2017.05.005.json,1,1,1,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N,diethyl ether,C4H10O,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,307.75,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombExpandUncertValue"":5,""nCombUncertAssessNum"":1},""nPropValue"":307.75}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":96.6}",307.75,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d2#p1#r1,10.1016/j.tca.2017.05.005#d2#p1,10.1016/j.tca.2017.05.005.json,2,1,1,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,pentane,C5H12,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,309.15,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":309.15,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5}}",variable,"{""nVarValue"":96.6,""nVarDigits"":3,""nVarNumber"":1}",309.15,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d3#p1#r1,10.1016/j.tca.2017.05.005#d3#p1,10.1016/j.tca.2017.05.005.json,3,1,1,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,CH2Cl2,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,313.25,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropValue"":313.25}",variable,"{""nVarValue"":96.6,""nVarNumber"":1,""nVarDigits"":3}",313.25,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d4#p1#r1,10.1016/j.tca.2017.05.005#d4#p1,10.1016/j.tca.2017.05.005.json,4,1,1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C4H8O,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,339.15,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombExpandUncertValue"":5,""nCombUncertAssessNum"":1},""nPropValue"":339.15}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":96.6}",339.15,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d5#p1#r1,10.1016/j.tca.2017.05.005#d5#p1,10.1016/j.tca.2017.05.005.json,5,1,1,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N,trichloromethane,CHCl3,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,334.25,"{""nPropValue"":334.25,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":96.6,""nVarNumber"":1,""nVarDigits"":3}",334.25,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d6#p1#r1,10.1016/j.tca.2017.05.005#d6#p1,10.1016/j.tca.2017.05.005.json,6,1,1,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,CH4O,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,337.65,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":337.65,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5}}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":96.6}",337.65,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d7#p1#r1,10.1016/j.tca.2017.05.005#d7#p1,10.1016/j.tca.2017.05.005.json,7,1,1,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N,hexane,C6H14,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,340.35,"{""nPropValue"":340.35,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":96.6}",340.35,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d8#p1#r1,10.1016/j.tca.2017.05.005#d8#p1,10.1016/j.tca.2017.05.005.json,8,1,1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,benzene,C6H6,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,353.35,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropValue"":353.35,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":96.6}",353.35,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d9#p1#r1,10.1016/j.tca.2017.05.005#d9#p1,10.1016/j.tca.2017.05.005.json,9,1,1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,C7H8,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,384.95,"{""nPropValue"":384.95,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":96.6,""nVarNumber"":1,""nVarDigits"":3}",384.95,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d10#p1#r1,10.1016/j.tca.2017.05.005#d10#p1,10.1016/j.tca.2017.05.005.json,10,1,1,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,C2H6OS,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,461.55,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":5,""nCombUncertAssessNum"":1},""nPropValue"":461.55,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarDigits"":3,""nVarNumber"":1,""nVarValue"":96.6}",461.55,True,,96600.0,False,False,False
10.1016/j.tca.2017.05.005#d11#p1#r1,10.1016/j.tca.2017.05.005#d11#p1,10.1016/j.tca.2017.05.005.json,11,1,1,"InChI=1S/C6H19NSi2/c1-8(2,3)7-9(4,5)6/h7H,1-6H3",FFUAGWLWBBFQJT-UHFFFAOYSA-N,"1,1,1,3,3,3-hexamethyldisilazane",C6H19NSi2,10.1016/j.tca.2017.05.005,2017,"Boiling temperature at pressure P, K",Liquid,"[""Liquid"",""Gas""]",Distillation,397.45,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropValue"":397.45}",variable,"{""nVarNumber"":1,""nVarDigits"":3,""nVarValue"":96.6}",397.45,True,,96600.0,False,False,False
