record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id
rdr250199#csvline4456,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,46.4,328,46400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4456",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4457,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,44.2,343,44200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4457",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4458,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,42,358,42000,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4458",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4459,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,40.3,368,40300,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4459",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4461,compendium,mol_f32efffa3cd8e3f1,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",2-methyl-2-butanol,49.2,298,49200,C,,"[""1963MCC/LAI""]","RDR file 250199, CSV line 4461",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4468,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,55.2,303,55200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4468",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4469,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,54.2,313,54200,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4469",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4470,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,52.9,328,52900,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4470",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4471,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,51.4,343,51400,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4471",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4472,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,49.7,358,49700,C,,"[""1985MAJ/SVO2""]","RDR file 250199, CSV line 4472",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4474,compendium,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",3-methyl-1-butanol,54.3,298,54300,C,,"[""1963MCC/LAI""]","RDR file 250199, CSV line 4474",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4493,compendium,mol_2901cf755cab0466,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",2-propoxyethanol,52.1,298,52100,C,,"[""1971KUS/WAD""]","RDR file 250199, CSV line 4493",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4585,compendium,mol_b4ec50115958b3dd,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",pentylamine,40.1,298,40100,C,,"[""1969WAD""]","RDR file 250199, CSV line 4585",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4586,compendium,mol_b4ec50115958b3dd,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",pentylamine,36,368,36000,C,,"[""1901KAH""]","RDR file 250199, CSV line 4586",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4606,compendium,mol_9b039da63aa3710c,"InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3","N, N-dimethyl-1,3-propanediamine",42.2,298,42200,C,,"[""1992PAP/PIM""]","RDR file 250199, CSV line 4606",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4650,compendium,mol_fb79232c4db917be,InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,hexafluorobenzene,35.7,298,35700,C,,"[""1981HOS/SCO""]","RDR file 250199, CSV line 4650",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4838,compendium,mol_60a1aefe4aec9d39,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,"1,2-dichlorobenzene",48.5,298,48500,C,,"[""1989AN/ZHE"",""1989AN/ZHE2""]","RDR file 250199, CSV line 4838",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4910,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44,293,44000,C,,"[""1975MAS/SCO""]","RDR file 250199, CSV line 4910",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4914,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44.5,298,44500,C,,"[""1968WAD""]","RDR file 250199, CSV line 4914",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4917,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,39.7,428,39700,C,,"[""1926MAT"",""2015VER/SAZ""]","RDR file 250199, CSV line 4917",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4918,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44.5,298,44500,C,,"[""1926MAT"",""2015VER/SAZ""]","RDR file 250199, CSV line 4918",1.7,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4948,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,41,298,41000,C,,"[""1968WAD""]","RDR file 250199, CSV line 4948",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4954,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,36.6,403,36600,C,,"[""1926MAT""]","RDR file 250199, CSV line 4954",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4955,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,41.9,298,41900,C,,"[""1926MAT"",""2014VER/EME""]","RDR file 250199, CSV line 4955",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4994,compendium,mol_b0c6dc76ddc0873b,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,fluorobenzene,33.5,318,33500,C,,"[""1956SCO/MCC2""]","RDR file 250199, CSV line 4994",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4995,compendium,mol_b0c6dc76ddc0873b,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,fluorobenzene,32.4,337,32400,C,,"[""1956SCO/MCC2""]","RDR file 250199, CSV line 4995",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4996,compendium,mol_b0c6dc76ddc0873b,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,fluorobenzene,31.2,358,31200,C,,"[""1956SCO/MCC2""]","RDR file 250199, CSV line 4996",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline4997,compendium,mol_b0c6dc76ddc0873b,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,fluorobenzene,29.7,382,29700,C,,"[""1956SCO/MCC2""]","RDR file 250199, CSV line 4997",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5047,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33.4,307,33400,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5047",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5048,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33.1,314,33100,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5048",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5049,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,32.4,324,32400,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5049",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5050,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,31.9,332,31900,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5050",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5051,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,31.4,344,31400,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5051",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5052,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,30.6,353,30600,C,,"[""1988DON/LIN""]","RDR file 250199, CSV line 5052",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5062,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33.8,298,33800,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5062",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5063,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33,313,33000,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5063",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5064,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,32.2,328,32200,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5064",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5065,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,31.8,333,31800,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5065",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5066,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,31.4,343,31400,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5066",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5067,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,30.9,353,30900,C,,"[""1973SVO/VES""]","RDR file 250199, CSV line 5067",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5075,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,33.8,298,33800,C,,"[""1947OSB/GIN""]","RDR file 250199, CSV line 5075",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5076,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,32.9,315,32900,C,,"[""1947SCO/WAD""]","RDR file 250199, CSV line 5076",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5077,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,32.4,323,32400,C,,"[""1947SCO/WAD""]","RDR file 250199, CSV line 5077",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5078,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,31.8,334,31800,C,,"[""1947SCO/WAD""]","RDR file 250199, CSV line 5078",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5079,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,30.7,353,30700,C,,"[""1947SCO/WAD""]","RDR file 250199, CSV line 5079",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5084,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,32.5,323,32500,C,,"[""1931FIO/GIN""]","RDR file 250199, CSV line 5084",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5085,compendium,mol_b1820f534fb61402,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,benzene,30.8,353,30800,C,,"[""1931FIO/GIN""]","RDR file 250199, CSV line 5085",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5139,compendium,mol_fa6014b0e97e2afc,"InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3",2-acetylfuran,53,298,53000,C,,"[""2009RIB/AMA""]","RDR file 250199, CSV line 5139",0.6,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5140,compendium,mol_bb3f5c184978bf9a,"InChI=1S/C6H6OS/c1-5(7)6-3-2-4-8-6/h2-4H,1H3",2-acetylthiophene,58.8,298,58800,C,,"[""2007ROU/TEM""]","RDR file 250199, CSV line 5140",1.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],test,grp_bb3f5c184978bf9a
rdr250199#csvline5146,compendium,mol_4581eaef241767fe,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",5-methyl-2-furaldehyde,59.4,298,59400,C,,"[""2010RIB/AMA""]","RDR file 250199, CSV line 5146",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline516,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,39.7,298,39700,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 516",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline517,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,38.9,313,38900,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 517",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline518,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,38.2,328,38200,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 518",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5181,compendium,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",aniline,55.8,298,55800,C,,"[""1971KUS/WAD2""]","RDR file 250199, CSV line 5181",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5184,compendium,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",aniline,53,333,53000,C,,"[""1962HAT/HIL""]","RDR file 250199, CSV line 5184",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5185,compendium,mol_046f2add717f4221,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",aniline,40.4,456,40400,C,,"[""1923AWB/GRI""]","RDR file 250199, CSV line 5185",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline519,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,37.4,343,37400,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 519",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline520,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,36.6,358,36600,C,,"[""1980MAJ/SVA""]","RDR file 250199, CSV line 520",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline524,compendium,mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethylene,39.6,298,39600,C,,"[""1960AIH""]","RDR file 250199, CSV line 524",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline5299,compendium,mol_62811f5ff2999e78,"InChI=1S/C6H8S/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",2-ethylthiophene,39.7,298,39700,C,,"[""2007RIB/SAN""]","RDR file 250199, CSV line 5299",0.9,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_32a9c229f3f94fad
