record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id
rdr250199#csvline11889,compendium,mol_c38e9861aa13f05a,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,Diphenyl ether,66.1,298,66100,C,,"[""1965COL/COU"",""1972MOR""]","RDR file 250199, CSV line 11889",0.4,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_8be27da50ef3b127
rdr250199#csvline1196,compendium,mol_8af87cc50053180a,InChI=1S/C2H6S/c1-3-2/h1-2H3,dimethyl sulfide,27.9,298,27900,C,,"[""1989VOR/KLY""]","RDR file 250199, CSV line 1196",0.6,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1203,compendium,mol_8af87cc50053180a,InChI=1S/C2H6S/c1-3-2/h1-2H3,dimethyl sulfide,28.8,276,28800,C,,"[""1957MCC/HUB""]","RDR file 250199, CSV line 1203",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1204,compendium,mol_8af87cc50053180a,InChI=1S/C2H6S/c1-3-2/h1-2H3,dimethyl sulfide,27.9,292,27900,C,,"[""1957MCC/HUB""]","RDR file 250199, CSV line 1204",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1205,compendium,mol_8af87cc50053180a,InChI=1S/C2H6S/c1-3-2/h1-2H3,dimethyl sulfide,27,310,27000,C,,"[""1957MCC/HUB""]","RDR file 250199, CSV line 1205",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1218,compendium,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,dimethyl disulfide,38.5,298,38500,C,,"[""1989VOR/KLY""]","RDR file 250199, CSV line 1218",0.6,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1220,compendium,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,dimethyl disulfide,37.8,298,37800,C,,"[""1985KUS""]","RDR file 250199, CSV line 1220",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1223,compendium,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,dimethyl disulfide,36,341,36000,C,,"[""1958HUB/DOU""]","RDR file 250199, CSV line 1223",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1224,compendium,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,dimethyl disulfide,34.9,360,34900,C,,"[""1958HUB/DOU""]","RDR file 250199, CSV line 1224",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12241,compendium,mol_f23ee274fe9afdfa,"InChI=1S/C12H23N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-11H2,1H3",Lauronitrile,76.1,298,76100,C,,"[""1977STRI/SUN""]","RDR file 250199, CSV line 12241",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1225,compendium,mol_28d861e75826cef3,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,dimethyl disulfide,33.7,383,33700,C,,"[""1958HUB/DOU""]","RDR file 250199, CSV line 1225",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12300,compendium,mol_fc2d93121de8a8dd,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",Ethyl decanoate,69.9,305,69900,C,,"[""2009ZAI/PAU""]","RDR file 250199, CSV line 12300",0.7,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,lineage_6f91a312728e4742,"[""10.1021/je900093h#d3#p1#r1""]",train,grp_5dea7427c65d07c7
rdr250199#csvline12322,compendium,mol_d079a9561d9d2641,"InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-12(13)14-2/h3-11H2,1-2H3",Methyl undecanoate,71.4,298,71400,C,,"[""1977MAN/SEL""]","RDR file 250199, CSV line 12322",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12349,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,61.4,299,61400,C,,"[""1996VIT/CHA""]","RDR file 250199, CSV line 12349",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12350,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,58.1,334,58100,C,,"[""1996VIT/CHA""]","RDR file 250199, CSV line 12350",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12351,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,57.4,344,57400,C,,"[""1996VIT/CHA""]","RDR file 250199, CSV line 12351",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12359,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,61.8,298,61800,C,,"[""1976MEL/MAN""]","RDR file 250199, CSV line 12359",0.5,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12360,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,61.2,298,61200,C,,"[""1974MAN4""]","RDR file 250199, CSV line 12360",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12361,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,60.4,298,60400,C,,"[""1972MOR2""]","RDR file 250199, CSV line 12361",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12363,compendium,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",Dodecane,59.5,298,59500,C,,"[""1963MOR/SUN""]","RDR file 250199, CSV line 12363",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline12551,compendium,mol_deac46acd3625ae3,"InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",4-methylbiphenyl,67.2,321,67200,C,,"[""2014PIM/PAS""]","RDR file 250199, CSV line 12551",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],validation,grp_9a6e5ce866866615
rdr250199#csvline12571,compendium,mol_3bc540c095f58f95,"InChI=1S/C13H12/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1-10H,11H2",Diphenylmethane,66.6,298,66600,C,,"[""1972MOR""]","RDR file 250199, CSV line 12571",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_8be27da50ef3b127
rdr250199#csvline12718,compendium,mol_5e1a76b3fc001a63,"InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h3-12H2,1-2H3",methyl laurate,77.2,298,77200,C,,"[""1977MAN/SEL""]","RDR file 250199, CSV line 12718",0.6,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
rdr250199#csvline1276,compendium,mol_e9bda82626d344ab,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,ethylenediamine,45,298,45000,C,,"[""1969WAD""]","RDR file 250199, CSV line 1276",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,False,False,True,,[],train,grp_5dea7427c65d07c7
